gamma,n_neurons,mean_quad_perturbation_approximation_error,perturbation_approximation_std_deviation,perturbation_approximation_correlation_coefficient
0.025,10,54.236068137362345,2.0780550467386907,0.7993819099240461
0.05,10,10.130297091859571,0.460363990211593,0.9906349585202979
0.07500000000000001,10,0.675376473187177,0.39798659903839295,0.9931569376301695
0.1,10,2.915613309053658,0.374329103661461,0.9944759290853292
0.125,10,0.27912067876168123,0.24668818552383498,0.9973120303489311
0.15,10,0.15874399902921732,0.24335417317654007,0.9973581951263094
0.17500000000000002,10,0.9364968154612509,0.29360960464548913,0.9961247128740705
0.2,10,0.14669061336105005,0.25106981934444556,0.9971549974929682
0.225,10,0.6789383293233527,0.2412517452169746,0.9973723900723205
0.25,10,1.3197412434705948,0.22995234010592827,0.9976359641786124
0.275,10,0.06291389063375864,0.2304533759916903,0.9978486659969217
0.30000000000000004,10,2.0462305185675627,0.22164462602235468,0.9980358757735881
0.32500000000000007,10,0.19468475748296668,0.20582147875432938,0.9982437507287001
0.35000000000000003,10,0.08002197098510208,0.18693712206817908,0.9984827447824672
0.37500000000000006,10,0.3830161974849558,0.24281562893750727,0.9974724724339978
0.4,10,0.22421129793919536,0.15917374245278326,0.9988720012982888
0.42500000000000004,10,0.5525109155342569,0.21021395533550455,0.9980252941507562
0.45000000000000007,10,0.21136557976194134,0.2261030753682827,0.9976931999315153
0.47500000000000003,10,0.3002282557016473,0.18194310823261442,0.9985055268383644
0.5,10,0.11406270951009272,0.2426129062382377,0.9973824881799593
0.525,10,0.09506764451278123,0.2520456446444437,0.9971351363612156
0.55,10,0.13977378158464607,0.2805956002546266,0.9964452980967009
0.5750000000000001,10,0.23337038152250125,0.29168179409315953,0.9961550173614991
0.6000000000000001,10,0.08052666911114302,0.24032586663829295,0.9973923020697595
0.6250000000000001,10,0.10300870796878642,0.31249677012821275,0.996137251538057
0.65,10,0.08014841798006367,0.23896238795201574,0.9974584228295382
0.675,10,0.27038474161753934,0.326639577623911,0.9952110966864919
0.7000000000000001,10,0.10157398971166892,0.2945916485531445,0.9960816644023736
0.7250000000000001,10,1.495804272609624,0.5166471746938524,0.9892312923394727
0.7500000000000001,10,0.24484037861694888,0.25394115579901716,0.9970967945126074
0.775,10,0.2102998239533317,0.36697571752593156,0.9941584870952317
0.8,10,0.09181945192089899,0.3030069052010473,0.99634527022355
0.8250000000000001,10,0.22364274900900327,0.3217295997112939,0.9953952870067866
0.8500000000000001,10,0.3236717801022623,0.3371163618187755,0.9951375837574226
0.8750000000000001,10,0.1764216117864661,0.32358613559198074,0.9956269062342626
0.9,10,0.33165643126909705,0.32850108015203927,0.9951248610493844
0.925,10,0.407403430421969,0.2545459678458766,0.9974253071899041
0.9500000000000001,10,0.15699079377518124,0.376079310984353,0.9946906323688454
0.9750000000000001,10,0.15021496379546756,0.3464224484427844,0.994943676027905
0.025,20,0.9797848781164213,0.41034653557358786,0.9925435168692655
0.05,20,11.662745647116818,0.33688094269276025,0.9948760131653659
0.07500000000000001,20,0.08281260783824933,0.24245438274332215,0.9973451943316398
0.1,20,0.24501072329711443,0.2188659066950511,0.9978509021323082
0.125,20,0.3729467828187647,0.2575192487640403,0.9970095918935071
0.15,20,0.10508391451955183,0.21213088608762026,0.9981898751798025
0.17500000000000002,20,0.1255780228366324,0.255860153202156,0.9970764157329564
0.2,20,0.6910024050006425,0.2953003611671966,0.9961600166716692
0.225,20,2.120011378106533,0.2359611792520005,0.9976571640874404
0.25,20,0.39128808370724855,0.20979199338763901,0.998336729522077
0.275,20,0.2884592219358161,0.2443695548326902,0.9973382127869764
0.30000000000000004,20,0.08319770745037233,0.26017546976314515,0.9972851986143351
0.32500000000000007,20,0.45081478132042013,0.22038721660761276,0.9978979472199615
0.35000000000000003,20,0.9877728203389498,0.312252666983137,0.9957791138507205
0.37500000000000006,20,0.32493422236094277,0.300686213755493,0.9959655888841665
0.4,20,0.35803107928082867,0.28885297793413106,0.9962324031077988
0.42500000000000004,20,0.34583008665661324,0.27844089177165027,0.9972724363689573
0.45000000000000007,20,0.22958412184028038,0.36154786203460565,0.9941943779443709
0.47500000000000003,20,0.9690193794887113,0.4732712939724952,0.9898480732759545
0.5,20,0.14838171818086016,0.3065957026907716,0.9957565769592256
0.525,20,0.4189891020105788,0.36902928198386614,0.9945558543408489
0.55,20,0.170303289046194,0.4032818790797446,0.9926435541635316
0.5750000000000001,20,0.3405024513686452,0.3432091247688109,0.994857510511033
0.6000000000000001,20,0.14335185424838395,0.3719238169383971,0.9937500248974196
0.6250000000000001,20,0.26292995953509607,0.4726575294181412,0.9902603012525328
0.65,20,0.17175688586131588,0.4082073957392248,0.9929212265756256
0.675,20,0.19364864686250213,0.3456562581198444,0.994596974136998
0.7000000000000001,20,0.4013144399598274,0.6254104226416365,0.9825435263476376
0.7250000000000001,20,0.19525367264913956,0.44173575290821954,0.9911632408171723
0.7500000000000001,20,0.6148625987274672,0.4630734457112076,0.9905143384804961
0.775,20,0.8824092876791121,0.5583178214789569,0.986674899481901
0.8,20,0.24071696319306407,0.46986014134302784,0.9899952452986862
0.8250000000000001,20,0.45872467026626046,0.48390157025266506,0.9898406295035224
0.8500000000000001,20,0.33613042478705113,0.5786281263729858,0.9851191409113049
0.8750000000000001,20,0.35981517291294,0.5710367122910774,0.9863308242463896
0.9,20,0.3558219502424543,0.46395267754657177,0.9904800646821585
0.925,20,0.6655395077176599,0.6035408129483156,0.9840195468185785
0.9500000000000001,20,0.3477565723615513,0.5790141147675428,0.984768169337907
0.9750000000000001,20,0.33839633833290916,0.5774534097012167,0.98564842687018
0.025,30,18.860428597444024,0.5818534291722216,0.9847686211110931
0.05,30,10.348997257317434,0.2964952354754925,0.9960625362958583
0.07500000000000001,30,0.3394525546656222,0.26318939553489,0.9978331370799021
0.1,30,0.2355307748300786,0.19991701394525263,0.9982092008102638
0.125,30,0.14540185734730215,0.18841568642335577,0.9984521212825965
0.15,30,0.11745839498995957,0.34221045908019543,0.994807346893897
0.17500000000000002,30,0.10017394438894903,0.23449295771744602,0.9977720090967975
0.2,30,0.13627073903704187,0.20157152394459205,0.9981689670544587
0.225,30,0.14358043550751706,0.32685219155846873,0.9952813748094675
0.25,30,0.13142115200436819,0.3509257870694713,0.9951762524718627
0.275,30,0.6270397453970998,0.2599248397068304,0.9969584562388445
0.30000000000000004,30,0.2012077965687985,0.31313399194174296,0.9959034262442182
0.32500000000000007,30,0.20726715798441483,0.454797565294584,0.9914768160458578
0.35000000000000003,30,0.1998943083311005,0.3773084237018286,0.9935726445123527
0.37500000000000006,30,0.17210741476359237,0.37309243445559903,0.9937183314590217
0.4,30,0.7225398550896986,0.4462279468824349,0.991057840650905
0.42500000000000004,30,0.18794137296603905,0.37125901954642254,0.9938475890516141
0.45000000000000007,30,0.29837033661641815,0.39788876705586884,0.9931353038869838
0.47500000000000003,30,0.2268278287904465,0.4388963208363896,0.9920344668208102
0.5,30,0.5177257208158768,0.4223424287752481,0.9920246960684753
0.525,30,0.3129990379425667,0.4461947274567404,0.9909821807564567
0.55,30,0.31680560377882466,0.5068484422492369,0.9887141334955566
0.5750000000000001,30,0.27104383608777866,0.5097032219264708,0.9885642561921172
0.6000000000000001,30,0.4805491130895176,0.5790260866842923,0.984760198326975
0.6250000000000001,30,0.3480384938560646,0.5876058773333488,0.9843024589821283
0.65,30,0.35611910905280764,0.49829650522517804,0.9890475296637726
0.675,30,0.7212159812075684,0.6627207384308303,0.9819125683482886
0.7000000000000001,30,0.32801032089916465,0.5476521161175132,0.9868620727816615
0.7250000000000001,30,0.24984861118144,0.4972649329313903,0.9889020440944635
0.7500000000000001,30,0.355126942780492,0.5785147234102219,0.9870130620364244
0.775,30,0.5324378099727001,0.687958195347575,0.9791059752837349
0.8,30,0.566568825038925,0.704170043578948,0.9810374148206987
0.8250000000000001,30,0.7357507163825089,0.6157495541435671,0.9842463290079825
0.8500000000000001,30,0.5798217039808985,0.6030571812328992,0.9835368110999857
0.8750000000000001,30,0.7391619486239206,0.7274878343487255,0.9773803394887806
0.9,30,0.7134137142879632,0.7634077994695839,0.9733970179337672
0.925,30,0.6614717360794174,0.7980906449925503,0.9739582494228555
0.9500000000000001,30,0.5435538005086632,0.7095145562891048,0.9770262201504926
0.9750000000000001,30,0.49453652651382235,0.6954788186084133,0.9789675521694435
0.025,40,3.977498203428409,0.261014430936596,0.9969335767003781
0.05,40,0.2001302824244945,0.22525243880316234,0.9977237260573525
0.07500000000000001,40,0.4938250719759399,0.23217259651262367,0.9975968321304666
0.1,40,0.07423366005319779,0.19322766898173005,0.9983946155352109
0.125,40,0.1851280955774627,0.24784072020398057,0.9972792114193707
0.15,40,0.8214625256437009,0.24044863452043871,0.99749668786462
0.17500000000000002,40,0.07469153047867913,0.26936647416552795,0.9968045851633184
0.2,40,0.10703191239030939,0.31475911449424415,0.995937356355497
0.225,40,0.10229199817714073,0.2977230880196521,0.9959960072266499
0.25,40,0.15446365220399672,0.3918227071634861,0.9933014816466594
0.275,40,0.6137906906500294,0.408885928579338,0.9928701300796136
0.30000000000000004,40,0.19953484104375924,0.36939696995888277,0.9938412064801283
0.32500000000000007,40,1.2480203554922908,0.5617589442274072,0.985669119488024
0.35000000000000003,40,0.42370399108305484,0.4029275491527826,0.9927370527349768
0.37500000000000006,40,1.162980043998014,0.5025828899676764,0.9920035871566711
0.4,40,0.7567784811080501,0.535685940939292,0.9878068757388816
0.42500000000000004,40,0.534370138435141,0.4465973053142831,0.9909644682944234
0.45000000000000007,40,0.2670593817097832,0.46911368873167425,0.9901673826030273
0.47500000000000003,40,0.4219098727287217,0.5885650160875211,0.9843042960975597
0.5,40,0.9983036027743721,0.5978634361456425,0.9838525219950762
0.525,40,0.7182345655959828,0.5735929224876604,0.9866536430367073
0.55,40,0.7447309646431544,0.5123715301592113,0.9881776690411119
0.5750000000000001,40,0.665731897529671,0.65129534911595,0.9818900418330054
0.6000000000000001,40,0.6054371394143722,0.6533519899069118,0.9815383517386144
0.6250000000000001,40,1.1733322280411425,0.739052518418522,0.9814895923516673
0.65,40,0.4469763086572393,0.6416293197839226,0.981770999749224
0.675,40,1.4752562963206717,0.7214248205396502,0.9782245852016687
0.7000000000000001,40,0.6312809253511091,0.601254082453372,0.9839282879497231
0.7250000000000001,40,1.0255084549885443,0.7630179023732651,0.9751711060374725
0.7500000000000001,40,2.260044551993009,1.0417015515087917,0.9566702729468153
0.775,40,0.6546089713961748,0.7804245446507365,0.975801723644071
0.8,40,0.8013310742551703,0.6793647816210026,0.9789735396620413
0.8250000000000001,40,0.5695470266038936,0.7467183326564731,0.9759465583287893
0.8500000000000001,40,0.6300345817263553,0.7890476267240888,0.9723225012721726
0.8750000000000001,40,2.047526993071491,0.8398185344951391,0.9721663836501059
0.9,40,1.2710429384909763,0.8640529123894436,0.972040494148527
0.925,40,1.6518421542975767,0.8699212516500904,0.9692563412930333
0.9500000000000001,40,0.7045412486960461,0.8354981450775155,0.9711802901655163
0.9750000000000001,40,2.6323512944877328,1.0371349584722596,0.9517049444979473
0.025,50,0.12398680764822469,0.2872975384129282,0.9964829821642138
0.05,50,1.415352454696387,0.2723053392951725,0.9966530399682539
0.07500000000000001,50,0.5183321753286694,0.2846481448359403,0.9963449577639564
0.1,50,0.47238957690022343,0.24809928906651632,0.9974056230404725
0.125,50,0.20595195760199866,0.24373728765525762,0.9973402274929318
0.15,50,0.2453799180330506,0.32774491798088057,0.9952129437307494
0.17500000000000002,50,0.5178797965553028,0.41307891082898446,0.9923992752220148
0.2,50,0.13389796519118635,0.33497657027102423,0.9949292026104479
0.225,50,1.0367631422048396,0.4121767740966215,0.9930287653455526
0.25,50,0.25777496510511344,0.49744465565603707,0.9890753557694433
0.275,50,1.6562609213486907,0.628268207989437,0.9827816250280477
0.30000000000000004,50,0.24405339796637496,0.4886360831547589,0.9901168983789748
0.32500000000000007,50,0.3502765429557782,0.5139353219844934,0.9897362753717243
0.35000000000000003,50,0.2488948101653626,0.4988310096828298,0.9889619733121152
0.37500000000000006,50,0.25258289702082026,0.49063330752809886,0.9890814985740907
0.4,50,0.7701238869929671,0.49052150669063693,0.9894793928995934
0.42500000000000004,50,0.32880563010865643,0.5333002865286386,0.9876731952926852
0.45000000000000007,50,0.701372748892773,0.6292482083025634,0.9830323184205725
0.47500000000000003,50,1.3314802366081508,0.6382085238300729,0.9823395788550568
0.5,50,0.8504923939284479,0.5642877790788671,0.9871484496548301
0.525,50,1.6002293867498447,0.8289649078683412,0.9685120999110697
0.55,50,4.5337228421190146,1.0449370148900456,0.9619277974935379
0.5750000000000001,50,2.2341533111361045,0.9664725249647044,0.9590282781204985
0.6000000000000001,50,0.8324862847054304,0.7841381162488833,0.9726556750772181
0.6250000000000001,50,1.5597953291698963,0.8377938180887714,0.9695337568974282
0.65,50,1.149560662506184,0.8373263111241165,0.9721078598986941
0.675,50,0.5639077740040875,0.7509360486991852,0.9781758862380503
0.7000000000000001,50,0.7499944006182483,0.7738462784961926,0.9726442291388762
0.7250000000000001,50,0.9002857494337934,0.8998938918301422,0.9663929454868599
0.7500000000000001,50,1.5372623197248978,0.9134917030465173,0.9622641873016458
0.775,50,1.2262061380480325,0.6986972923734872,0.9789420146667003
0.8,50,1.0340819651654696,0.9440357988850988,0.9673572404146255
0.8250000000000001,50,1.0535207622735965,0.9190733614054163,0.9671488372559577
0.8500000000000001,50,1.072284003477688,0.9990333799845371,0.9539302113894816
0.8750000000000001,50,1.6685985426213477,1.0060653996435154,0.9550425877293196
0.9,50,0.8523791566728036,0.9229030036649892,0.970476656951619
0.925,50,3.3322107482328995,1.135072239602159,0.9515701576809602
0.9500000000000001,50,0.7861519580027344,0.8212225017411495,0.9754321439130405
0.9750000000000001,50,1.1707467449152769,1.0092576225272223,0.9543858487624463
0.025,60,26.700275112940655,0.4126076095570088,0.9923871240058839
0.05,60,0.7204701954649742,0.20355457019320009,0.9981370184391242
0.07500000000000001,60,0.9619756336298864,0.24618438297650222,0.9972942021355542
0.1,60,4.136366578376569,0.2589608911099377,0.9975156497954298
0.125,60,0.6999452790248413,0.31587458145636355,0.9956609610407349
0.15,60,0.26835198963097334,0.37749652679807105,0.9936584942321894
0.17500000000000002,60,0.5523725815485264,0.4391011439484482,0.991737995364221
0.2,60,0.25691492855943954,0.3657962408860476,0.9944745546282316
0.225,60,0.2493535202052567,0.43568283377522504,0.9929053058305711
0.25,60,0.38097503658707565,0.5845036866643967,0.9851385479041332
0.275,60,0.38047298715073763,0.4581684423845384,0.9907388526823696
0.30000000000000004,60,0.2847201151064492,0.47045284624271433,0.9900822101430172
0.32500000000000007,60,0.36432454396761965,0.5936144967194081,0.9843839005648879
0.35000000000000003,60,0.6860790693616263,0.503005804398146,0.9891478240712986
0.37500000000000006,60,0.35813498130120536,0.5523375261186229,0.9867179129747864
0.4,60,0.4195557886305369,0.62963006346993,0.9820267811593598
0.42500000000000004,60,0.4895190885372361,0.665757787396737,0.9807167676363803
0.45000000000000007,60,1.0602028475267107,0.6729308489751261,0.979629104421627
0.47500000000000003,60,0.6321001248974825,0.6882414695887237,0.9810927340007564
0.5,60,2.11889166882909,0.862861429823175,0.9695567966580226
0.525,60,2.1247901851569866,1.1052437457463358,0.9484789139416984
0.55,60,0.6666337944641242,0.797339153515321,0.9715428217299945
0.5750000000000001,60,1.3476733601223332,0.8072007279131951,0.9721550761113326
0.6000000000000001,60,0.967196290275309,0.8040964660166058,0.9709612459571315
0.6250000000000001,60,1.0709187429083842,0.8683485384870198,0.9657436655905798
0.65,60,0.7104950976690431,0.8300682731170191,0.9746869404276939
0.675,60,2.426898530880111,0.8825938337895671,0.9671606052163015
0.7000000000000001,60,1.833432150686395,0.953554015800481,0.9581421028159293
0.7250000000000001,60,2.181952699408213,1.068333583362973,0.948401124434905
0.7500000000000001,60,0.5776295954077978,0.7569265900326034,0.9780420988195898
0.775,60,0.8720322566394864,0.9189416181758082,0.9633541535579384
0.8,60,1.1108479501645154,1.033971450951636,0.9506124897119319
0.8250000000000001,60,0.885747456134781,0.8889518790692748,0.9668262535614742
0.8500000000000001,60,2.037892519972952,1.1516243906287214,0.9403102697418043
0.8750000000000001,60,1.9482964953540043,1.03162357943336,0.9533266275606871
0.9,60,1.3891507266530487,1.16876795125407,0.9430358434467468
0.925,60,1.6600477591280303,1.2873202194626576,0.9242226292338872
0.9500000000000001,60,2.631206078307994,1.1667184181776689,0.9419124559748892
0.9750000000000001,60,2.296619628958998,1.2207105730557029,0.9320747042714105
0.025,70,1.3585490728117893,0.2364083295918345,0.9974788983188182
0.05,70,1.0942503863747413,0.21268729881527876,0.9980034592955029
0.07500000000000001,70,2.022239286753121,0.2140623610311242,0.9981113088760812
0.1,70,0.5663878581779404,0.28085885322411125,0.9965088721422043
0.125,70,0.10264303697908661,0.2907917167764144,0.9966778972106997
0.15,70,1.329161756476141,0.3797983992651911,0.9935744936639749
0.17500000000000002,70,0.21706795617435717,0.4656869671543694,0.9904384726190073
0.2,70,0.1821841601954932,0.42038261163046803,0.9929087151401008
0.225,70,0.4908304899945741,0.4397742758520412,0.9914395930598333
0.25,70,0.8662516451150383,0.6185843617082227,0.9827976178954565
0.275,70,0.5640113912417124,0.6163556338348724,0.9827812913244145
0.30000000000000004,70,0.34830242612151857,0.5565343159629906,0.9871790690649104
0.32500000000000007,70,0.34640888684545595,0.5697989935235928,0.9852713647719576
0.35000000000000003,70,1.6229113339469374,0.8096842723413888,0.9704248771664191
0.37500000000000006,70,0.9804090523980905,0.7553822301843351,0.9809128564514451
0.4,70,0.613885236969878,0.6860362168701295,0.9801539263771007
0.42500000000000004,70,1.6955482312222938,0.7389715136220752,0.9755097573421606
0.45000000000000007,70,0.8389698428437827,0.7428572748220156,0.9748868061748797
0.47500000000000003,70,0.708936520837143,0.8382722518817348,0.9792155006991873
0.5,70,2.243299191280974,1.0396498269156584,0.950937749454164
0.525,70,0.6366987850441447,0.7161620337422706,0.9783141564573363
0.55,70,1.089770948209691,1.0002953312522325,0.9537994415925767
0.5750000000000001,70,0.9617254900430389,0.9254859559281683,0.9660338391076312
0.6000000000000001,70,1.683674963488635,0.9120980780489673,0.9704707327415437
0.6250000000000001,70,1.9414794906700732,0.9602233969165579,0.9621100597128797
0.65,70,0.7746548622199807,0.8672027584280451,0.9771447080412121
0.675,70,1.398961031124276,1.086601979742772,0.9515351334587607
0.7000000000000001,70,0.9846127474312405,0.9695492138726972,0.9571800671299929
0.7250000000000001,70,1.594976621562958,1.0051754368341643,0.9536477493249874
0.7500000000000001,70,1.0740962426427956,1.0099304449483517,0.9538166640862982
0.775,70,1.552095873442247,1.021623299004579,0.9555240768409614
0.8,70,2.082624178894979,1.304759954405965,0.9240631984797092
0.8250000000000001,70,1.34971968425063,1.02966257034166,0.9516079312515079
0.8500000000000001,70,2.541213669437082,1.1843610836842637,0.939247171534099
0.8750000000000001,70,1.9452031672425834,1.1630575334111442,0.9552674417882506
0.9,70,1.6941679934211897,1.2919078939291038,0.938448268300409
0.925,70,2.638374802870798,1.1444953711589265,0.9393595956275884
0.9500000000000001,70,2.6939343138810976,1.2284161770093394,0.934448847264738
0.9750000000000001,70,2.931611466509007,1.3639214605284082,0.931256795306144
0.025,80,0.2108975508379544,0.2199520289992414,0.9978407320519416
0.05,80,4.1973507437821285,0.24182277899958518,0.9974084836321312
0.07500000000000001,80,0.07287914161933641,0.22663526508130608,0.9976870036683736
0.1,80,0.06747855903624357,0.2502825528337237,0.9972036409887051
0.125,80,0.2114003967831999,0.41243197650804403,0.9923100064235677
0.15,80,0.3188131249327205,0.40501964897578896,0.9925757864395128
0.17500000000000002,80,0.20745694717403648,0.4551886762060268,0.9906542331788842
0.2,80,0.22311227448922447,0.46281371825259726,0.9930044283836374
0.225,80,0.4620406883030129,0.67598075151278,0.9841558993128747
0.25,80,2.5974579809668756,0.7629576181488651,0.9786349300907029
0.275,80,2.0384100898113453,0.5380835467452838,0.986858200021432
0.30000000000000004,80,0.5783804752168117,0.6788036724492483,0.980788027324136
0.32500000000000007,80,1.6739442052166171,0.8940990110669121,0.9676822404706226
0.35000000000000003,80,2.766401336253881,0.8622449631107842,0.9666870793561366
0.37500000000000006,80,0.8946907671308548,0.6082885377779184,0.984374752722619
0.4,80,1.9359000843391225,1.0323052588802142,0.9532342208947528
0.42500000000000004,80,1.177341329575447,0.932440188522146,0.961935105703208
0.45000000000000007,80,1.828065660967883,1.2511252414803131,0.9292999891462139
0.47500000000000003,80,0.7325051462647685,0.7568140776510525,0.9742518769885876
0.5,80,1.069942599509277,0.9717781196919849,0.958606221072082
0.525,80,0.8608624663408835,0.870167475560733,0.9685102764118457
0.55,80,1.295299247139674,1.0443329236724044,0.9498071902756667
0.5750000000000001,80,1.1407203876119907,1.006241609050311,0.9542680084877723
0.6000000000000001,80,0.9809074816868728,0.9786825014505911,0.9728197437991525
0.6250000000000001,80,0.8345901321676465,0.9025807354399288,0.963074956556187
0.65,80,1.282076051168577,0.9405989151984161,0.9650488909897654
0.675,80,1.6225387537941152,1.0953229104373132,0.9578875863641939
0.7000000000000001,80,1.5441177327694178,1.1036024321120255,0.9492555641004541
0.7250000000000001,80,4.135718760391138,1.4054542301815287,0.9327530606021929
0.7500000000000001,80,5.011249106271372,1.2165189193004327,0.9360291501889235
0.775,80,4.129763792185417,1.3681805387870607,0.9273482200843537
0.8,80,2.0742118095358055,1.3235943316728853,0.9291630705026285
0.8250000000000001,80,3.989109506941476,1.4269527244307643,0.9238063372784495
0.8500000000000001,80,8.51222915724188,1.6663521173080493,0.8996461256115305
0.8750000000000001,80,1.7181210822139839,1.2674922138182945,0.9344016128000526
0.9,80,5.284695028335384,1.1815063852712373,0.9403148227133439
0.925,80,5.381424210345123,1.5525228026535198,0.9091784091024062
0.9500000000000001,80,2.3824397458761006,1.2340449524941106,0.9366293845958812
0.9750000000000001,80,2.004816607989173,1.3143889663514638,0.920921939817972
0.025,90,0.25764189747964444,0.20941433043000252,0.998086028841405
0.05,90,0.17848613505552602,0.20569502889787697,0.9980895084916349
0.07500000000000001,90,0.5978797332604788,0.2756590306206512,0.9965935356690327
0.1,90,0.968916204646377,0.3892581733121157,0.9944610584961548
0.125,90,0.15769263726419125,0.3967996995976057,0.9929224567457589
0.15,90,0.21620104061507872,0.4578808177377775,0.9905424081075395
0.17500000000000002,90,0.6590928972003811,0.47871786393390897,0.9898647316658984
0.2,90,0.4790288303795143,0.46017275131631113,0.991096199586911
0.225,90,0.7373108419592304,0.5190473253612731,0.9885477167205836
0.25,90,0.5461498062551547,0.5312574161452446,0.9871856995184164
0.275,90,0.7572848197917866,0.6111937791562577,0.9835056740940706
0.30000000000000004,90,0.37202053769710197,0.5774812240226371,0.9848733024907276
0.32500000000000007,90,0.4194847756117239,0.6416002375827451,0.9821740257278682
0.35000000000000003,90,0.5385227411159367,0.7321177525462977,0.9756260473678096
0.37500000000000006,90,0.9920072750489417,0.8448962694438094,0.9704707181118162
0.4,90,1.5638392330418447,0.8402993125412362,0.9721752828435405
0.42500000000000004,90,0.9878330542455833,0.8716931460201587,0.9658069023643129
0.45000000000000007,90,4.705022380979977,1.1314036301933,0.9510256082772419
0.47500000000000003,90,0.9568232469439639,0.8946833903663328,0.9634064785734204
0.5,90,1.2825124015627056,1.0107880787876964,0.9606438530202199
0.525,90,1.1672345748220154,1.0432043649418299,0.9549613343681133
0.55,90,1.1438001407306315,1.015533300921921,0.9523397607152027
0.5750000000000001,90,4.280416958201687,1.4052902763835582,0.9226573794536685
0.6000000000000001,90,1.5013012439382254,0.880332769931187,0.966830368366729
0.6250000000000001,90,2.2781863420321073,1.2720729925071825,0.9288511310808643
0.65,90,3.2173084789022677,1.18745464365439,0.9506395847180005
0.675,90,1.3968549118822684,1.1394028680956905,0.9458108886414945
0.7000000000000001,90,3.3261030858777034,1.4508749263894252,0.9295758385943297
0.7250000000000001,90,4.994488682799914,1.3560295968181852,0.9160719252387449
0.7500000000000001,90,1.2816002747652213,1.1265645723226825,0.9427351584359974
0.775,90,3.4812113862383836,1.3428866775990895,0.9180672086989324
0.8,90,3.421892295926524,1.486884819913312,0.8966373768678539
0.8250000000000001,90,2.5173520984593183,1.5706903595603285,0.9145974705442362
0.8500000000000001,90,2.2691681258572363,1.3569977684818124,0.9408418799707531
0.8750000000000001,90,2.8128262230771806,1.6127871693419968,0.8919874408454451
0.9,90,2.915281013685952,1.4065161350604587,0.9239356841923336
0.925,90,2.5375614707577623,1.5044262269581234,0.9094450540303056
0.9500000000000001,90,2.743095634940165,1.6504459717577489,0.9088075740241552
0.9750000000000001,90,3.8552013165668577,1.4810066789455747,0.9308077133002912
